DENOMINAZIONE,COMUNE,PROVINCIA,TELEFONO,EMAIL,AREA,SERVIZI,ATTIVITA,TIPOLOGIE PERSONE SVANTAGGIATE,WGS84_Y,WGS84_X,location
SOCIETA' COOPERATIVA SOCIALE DOMUS,Milano,MI,025392062,info@coopdomus.it,"Anziani, Disabili/Handicappati, Educativa, Minori","Assistenza domiciliare minori, Comunità socio sanitaria per disabili, Gestione reparti ospedalieri",,,45.44033669,9.20019765,"(45.44033669, 9.20019765)"
COOPERATIVA SOCIALE AISE S.C.R.L. O.N.L.U.S.,Sedriano,MI,0290111779,amministrazione@aiseweb.it,,,"Agricola, Lavorazione legno, Manutenzione verde, Pulizia ambienti",Detenuti,45.4856828,8.98475865,"(45.4856828, 8.98475865)"
PROGETTO ASSISTENZA - SOCIETA' COOPERATIVA SOCIALE,Casalmaggiore,CR,0375203401,info@cooperativaprogettosalute.it,"Anziani, Disabili/Handicappati","Altro, Assistenza Domiciliare integrata Anziani",,,44.98247781,10.43222291,"(44.98247781, 10.43222291)"
DI MANO IN MANO SOLIDALE SOCIETA' COOPERATIVA SOCIALE - ONLUS,Ballabio,LC,0341530114,dimanoinmanosolidale@tiscali.it,,,"Manutenzione verde, Pulizia ambienti, Raccolta differenz., Sgomberi locali",Disabili,45.90112076,9.41944607,"(45.90112076, 9.41944607)"
SALUSMEDICA SOCIETA' COOPERATIVA SOCIALE - ONLUS,Brescia,BS,0302428907,,"Anziani, Disabili/Handicappati",Riabilitazione specialistica ambulatoriale,,,45.5089688,10.22540056,"(45.5089688, 10.22540056)"
DIMENSIONE LAVORO COOPERATIVA SOCIALE - ONLUS,Valmadrera,LC,0341200252,info@dimensione-lavoro.it,,,"Altro, Apertura e chiusura parchi, Assembl. meccanici, Confezionamenti vari, Gestione mense, Lavanderia, Pulizia ambienti","Disabili, Pazienti psichiatrici, Tossicodipendenti, Alcooldipendenti",45.85681013,9.36621892,"(45.85681013, 9.36621892)"
COOPERATIVA SOCIALE LAVORO VALSERIANA - SOCIETA' COOPERATIVA,Cene,BG,035747304,grazia@coopvalseriana.com,"Disabili/Handicappati, Psichiatria",Comunità socio sanitaria per disabili,,,45.7847459,9.8391562,"(45.7847459, 9.8391562)"
COOPERATIVA MULTISERVIZI-COOPERATIVA SOCIALE,Cologno Monzese,MI,3356758340,gianpiero.vitaliani@tin.it,,,"Agricola, Manutenzione verde, Orto-floro-vivaismo, Pulizia ambienti","Detenuti, Tossicodipendenti, Alcooldipendenti",45.52401122,9.28331842,"(45.52401122, 9.28331842)"
EOS EVENTI - ORGANIZZAZIONE SOCIALITA' COOPERATIVA SOCIALE ONLUS CON SIGLA EOS COOPERATIVA SOCIALE ONLUS,Carate Brianza,MB,3403402368,INFO@EOSCOOP.COM,"Altro, Disagio Giovanile, Educativa, Famiglia, Minori, Prevenzione del disagio",Formazione - Consulenza - Progettazione,,,45.67144729,9.23178964,"(45.67144729, 9.23178964)"
AUDIENDO SOCIETA' COOPERATIVA SOCIALE IMPRESA SOCIALE,Cremona,CR,0373204898,,"Anziani, Disabili/Handicappati, Famiglia",Assistenza Domiciliare integrata Anziani,,,45.13071842,10.01588704,"(45.13071842, 10.01588704)"
"COOPERATIVA SOCIALE A.E.P.E.R. (ANIMAZIONE, EDUCAZIONE, PREVENZIONE E REINSERIMENTO) IN BREVE COOPERATIVA SOCIALE A.E.P.E.R.",Bergamo,BG,035243190,cooperativa@aeper.it,,,Altro,Disabili,45.69307565,9.68770841,"(45.69307565, 9.68770841)"
COOPERATIVA SOCIALE INCONTRO,Mandello del Lario,LC,0341730502,info@studioerregi.com,,,Assembl. meccanici,Disabili,45.91359176,9.31881305,"(45.91359176, 9.31881305)"
ADDA SOCCORSO EMERGENZA & SERVIZI SOCIETA' COOPERATIVA SOCIALE ONLUS,Olginate,LC,0395320817,,Altro,Altro,,,45.80189716,9.4131103,"(45.80189716, 9.4131103)"
CENTOTTANTA GRADI SOCIETA' COOPERATIVA SOCIALE ONLUS,Brescia,BS,3334862691,,,,Altro,,45.52314946,10.21682666,"(45.52314946, 10.21682666)"
LIFE - SOCIETA' COOPERATIVA SOCIALE,Casalmaggiore,CR,0375200576,info@kappaced.191.it,"Anziani, Disabili/Handicappati",Altro,,,45.0038017,10.40291572,"(45.0038017, 10.40291572)"
CANTIERE VERDE - SOCIETA' COOPERATIVA SOCIALE - ONLUS,Brescia,BS,0303690311,vicari.andrea@cauto.it,,,Manutenzione verde,"Tossicodipendenti, Alcooldipendenti",45.51421699,10.28196481,"(45.51421699, 10.28196481)"
IPPOGRIFO COOPERATIVA SOCIALE ONLUS,Lissone,MB,039243101,,"Disabili/Handicappati, Disagio Giovanile, Educativa, Famiglia, Minori",Riabilitazione specialistica ambulatoriale,,,45.61101451,9.24397209,"(45.61101451, 9.24397209)"
IL BATTELLO SOCIETA' COOPERATIVA SOCIALE,Sarnico,BG,035914421,coopbattello@libero.it,,,"Altro, Assembl. meccanici, Confezionamenti vari, Gestione biblioteche e musei",Disabili,45.66855912,9.95162131,"(45.66855912, 9.95162131)"
CONTATTO SOCIETA' COOPERATIVA SOCIALE IMPRESA SOCIALE,Sospiro,CR,0372458920,,Tossicodipendenza,Alloggi protetti,,,45.11248602,10.15786159,"(45.11248602, 10.15786159)"
VAREDO SOCCORSO COOPERATIVA SOCIALE ONLUS,Varedo,MB,0362686135,varedosoccorso@libero.it,"Anziani, Disabili/Handicappati",Trasporto persone in situazione di bisogno,,,45.59662273,9.14889697,"(45.59662273, 9.14889697)"
LA PIRAMIDE LAVORO - SOCIETA' COOPERATIVA SOCIALE A RESPONSABILITA' LIMITATA - ONLUS,Arcore,MB,039615289,ida.egetti@tiscali.it,,,"Assembl. meccanici, Manutenzione verde, Orto-floro-vivaismo, Sgomberi locali, Tinteggiatura",Disabili,45.62702189,9.32520832,"(45.62702189, 9.32520832)"
ITAL SERVICE SOCIETA' COOPERATIVA SOCIALE ONLUS,Lodi,LO,800589911,,"Alcooldipendenza, Anziani, Disabili/Handicappati, Disagio Giovanile, Malati AIDS, Psichiatria, Stranieri, Tossicodipendenza",Altro,,,45.31649247,9.50003019,"(45.31649247, 9.50003019)"
M2L SOCIETA' COOPERATIVA SOCIALE,Belgioioso,PV,038542510,tacconi.milena@pivatacconi.it,"Famiglia, Minori",Asilo Nido,,,45.15744435,9.32129483,"(45.15744435, 9.32129483)"
METAFORA - SOCIETA' COOPERATIVA SOCIALE,Rho,MI,0287213211,coopmetafora@gmail.com,"Educativa, Famiglia, Minori, Prevenzione del disagio","Animazione culturale  e territoriale, Attività Extra scolastiche a minori, Progettazione servizi",,,45.53868901,9.02624317,"(45.53868901, 9.02624317)"
CAMPUS - SOCIETA' COOPERATIVA SOCIALE ONLUS,Brescia,BS,0306810091 - 5,campus.brescia@pec.it,"Disagio Giovanile, Educativa, Famiglia, Minori, Stranieri","Asilo Nido, Assistenza Pre e Post Scolastica, Attività Extra scolastiche a minori, Consultorio Famigliare, Formazione - Consulenza - Progettazione, Informagiovani - Spazio giovani, Ludoteca - baby parking",,,45.53297141,10.22815586,"(45.53297141, 10.22815586)"
IL PORTICO PERSONA SOCIETA' COOPERATIVA SOCIALE,Rho,MI,0293502703,portico.persona@tiscali.it,"Educativa, Psichiatria","Alloggi protetti, Altro, Assistenza Domiciliare integrata Disabili, Centro Diurno integrato per anziani, Residenza Sanitaria assistenziale per anziani",,,45.52874749,9.05431606,"(45.52874749, 9.05431606)"
CONSORZIO SOCIALE INSIEME - SOCIETA' COOPERATIVA SOCIALE,Cremona,CR,0161-214025,,,,,,45.1375646,10.03774994,"(45.1375646, 10.03774994)"
AGROPOLIS SOCIETA' COOPERATIVA SOCIALE ONLUS,Cremona,CR,0372492102,info@agropolisonlus.com,Disabili/Handicappati,"Centro socio educativo, Servizi di formazione all'autonomia",,,45.15095821,9.96533526,"(45.15095821, 9.96533526)"
SOCIETA' COOPERATIVA SOCIALE FUXIA,Cremona,CR,0372560051,coopsocialefuxia@hotmail.com,"Alcooldipendenza, Detenuti, Tossicodipendenza",Comunità Terapeutica Tossicodipendenti,,,45.1551146,10.00089177,"(45.1551146, 10.00089177)"
COMUNITA' SCUOLA PAOLO VI SOCIETA' COOPERATIVA SOCIALE,Alzano Lombardo,BG,035361089,scuolamediapaolovi@libero.it,"Educativa, Minori",Istituti scolastici primo e secondo grado,,,45.73547627,9.72946949,"(45.73547627, 9.72946949)"
COOPERATIVA SOCIALE RE TECH LIFE ONLUS,Usmate Velate,MB,0396755299,info@retechlife.com,,,Altro,"Detenuti, Disabili, Tossicodipendenti, Alcooldipendenti",,,
CENTRO SERVIZI FORMAZIONE COOPERATIVA SOCIALE A R.L.,Pavia,PV,038216931,aduasio@csf.pv.it,"Alcooldipendenza, Detenuti, Disabili/Handicappati, Disagio Giovanile, Educativa, Emarginazione Sociale, Famiglia, Minori, Prevenzione del disagio, Stranieri, Tossicodipendenza","Assistenza Pre e Post Scolastica, Assistenza scolastica ""ad personam"", Formazione - Consulenza - Progettazione, Formazione del personale, Progetti educativi in carcere e/o comunità, Servizio inserimenti lavorativi",,,45.18857637,9.14096063,"(45.18857637, 9.14096063)"
ANZIANI '93 - COOPERATIVA SOCIALE,Bareggio,MI,02902771,info@villarcadia.it,Anziani,"Assistenza Domiciliare infermieristica, Centro Diurno integrato per anziani, Residenza Sanitaria assistenziale per anziani",,,45.47624816,8.99206803,"(45.47624816, 8.99206803)"
LA FONTE - SOCIETA' COOPERATIVA ONLUS,Melzo,MI,0295722848,info@coopsocialelafonte.it,"Alcooldipendenza, Anziani, Disabili/Handicappati, Disagio Giovanile, Educativa, Famiglia, Minori","Assistenza Domiciliare integrata Anziani, Assistenza Pre e Post Scolastica, Assistenza scolastica ""ad personam"", Attività Extra scolastiche a minori, Trasporto persone in situazione di bisogno",,,45.50524961,9.42997431,"(45.50524961, 9.42997431)"
COOPERATIVA SOCIALE LA PIRACANTA S.C.R.L.,Pavia,PV,0382462186,lapiracanta@libero.it,,,"Facchinaggio e traslochi, Manutenzione verde, Raccolta differenz., Sgomberi locali","Detenuti, Disabili, Pazienti psichiatrici, Tossicodipendenti, Alcooldipendenti",45.18035524,9.16372394,"(45.18035524, 9.16372394)"
SOCIETA' COOPERATIVA SOCIALE NOEMA,Ponte San Pietro,BG,0350063511,,"Famiglia, Minori",Comunità Alloggio per autonomia minori,,,45.69666261,9.58939224,"(45.69666261, 9.58939224)"
IL SEME SOCIETA' COOPERATIVA SOCIALE - ONLUS,Biassono,MB,0392752355,ilseme@libero.it,Disabili/Handicappati,Centro socio educativo,,,45.63080096,9.27511001,"(45.63080096, 9.27511001)"
COOPERATIVA SOCIALE BORGOCOMETA - O.N.L.U.S.,Sesto San Giovanni,MI,3396760268,presidenza@borgocometa.org,"Anziani, Disabili/Handicappati, Disagio Giovanile, Educativa, Famiglia, Minori, Psichiatria",Altro,,,45.53646457,9.22780509,"(45.53646457, 9.22780509)"
NITOR SOCIALE SOCIETA' COOPERATIVA SOCIALE,Brescia,BS,0303731136,,,,"Assembl. meccanici, Facchinaggio e traslochi, Pulizia ambienti","Disabili, Tossicodipendenti, Alcooldipendenti",45.52829938,10.21343979,"(45.52829938, 10.21343979)"
ACCORDI - CONSORZIO DI COOPERATIVE SOCIALI - SOCIETA' COOPERATIVASOCIALE,Brescia,BS,0236579661,info@consorzioaccordi.it,,,,,45.53822545,10.17757483,"(45.53822545, 10.17757483)"
ONLUS LA BERGOGNONE COOPERATIVA SOCIALE,Lodi,LO,037132841,scuolabergognone@tiscali.it,"Disabili/Handicappati, Educativa, Minori, Psichiatria","Altro, Attività Extra scolastiche a minori, Centro socio educativo",,,45.30348248,9.48954444,"(45.30348248, 9.48954444)"
CONTINA - COOPERATIVA SOCIALE,Rosate,MI,0290849494,amministrazione.contina@alice.it,,,"Agricola, Allevamento, Facchinaggio e traslochi, Falegnameria, Lavorazione legno, Orto-floro-vivaismo, Recupero e vendita beni usati",Disabili,,,
COOPERATIVA SOCIALE ARCISATE SOLIDALE SOC. A R.L..,Arcisate,VA,0332474146,info@arcisatesolidale1.191.it,,,"Confezionamenti vari, Pulizia ambienti, Trasporto persone","Disabili, Tossicodipendenti, Alcooldipendenti",45.86263293,8.8584212,"(45.86263293, 8.8584212)"
SOCIETA' COOPERATIVA SOCIALE GRUPPO GAMMA,Cremona,CR,0372415603,gruppogamma@solcocremona.it,"Disabili/Handicappati, Disagio Giovanile, Emarginazione Sociale, Minori, Psichiatria","Altro, Assistenza scolastica ""ad personam"", Centro di Riabilitazione Psichiatrico",,,45.13488891,10.03098859,"(45.13488891, 10.03098859)"
COOPERATIVA SOCIALE CIRCOLO INDUSTRIA SCENICA ONLUS,Vimodrone,MI,3474604153,,"Disabili/Handicappati, Disagio Giovanile, Educativa, Minori, Prevenzione del disagio","Animazione, Animazione culturale  e territoriale",,,45.51457741,9.28412184,"(45.51457741, 9.28412184)"
COOPERATIVA SOCIALE ALBATROS SOCIETA' COOPERATIVA A RESPONSABILITA' LIMITATA - ONLUS,Corsico,MI,024470420,info@albatroscoop.it,"Disabili/Handicappati, Disagio Giovanile, Educativa, Emarginazione Sociale, Famiglia, Minori, Prevenzione del disagio, Stranieri","Animazione culturale  e territoriale, Assistenza domiciliare minori, Assistenza scolastica ""ad personam"", Attività Extra scolastiche a minori, Centro Ricreativo diurno minori, Centro di Ascolto - Segretariato, Formazione - Consulenza - Progettazione, Progetti educativi in carcere e/o comunità, Servizi di formazione all'autonomia, Servizi per immigrati",,,45.43006166,9.11331229,"(45.43006166, 9.11331229)"
COOPERATIVA SOCIALE AGRICOLA LE PUNTE A RESPONSABILITA' LIMITATA,Codogno,LO,0377430952,p.badiini@studiodelego.it,,,"Agricola, Orto-floro-vivaismo",,45.15939735,9.69847666,"(45.15939735, 9.69847666)"
OASI SOCIETA' COOPERATIVA SOCIALE,Lentate sul Seveso,MB,0362557803,oasibirago@tiscali.it,"Disabili/Handicappati, Educativa",Servizi di formazione all'autonomia,,,45.66654471,9.1132137,"(45.66654471, 9.1132137)"
CONSORZIO COEDUCARE COOPERATIVA SOCIALE CONSORTILE,Brescia,BS,0371210771,,,,,,45.5257424,10.21068325,"(45.5257424, 10.21068325)"
"ACTIVA COOPERATIVA SOCIALE - ONLUS, VALIDAMENTE IDENTIFICATA INSIGLA ANCHE COME ACTIVA COOPERATIVA SOCIALE A R.L. OPPURE ACTIVA S.C.S.",Pavia,PV,3383174765,alfredo.deamicis@residenzeheliopolis.it,Anziani,Altro,,,45.1932481,9.15623907,"(45.1932481, 9.15623907)"
L'ARCA SOCIETA' COOPERATIVA SOCIALE,Cremona,CR,0372491689,info@arcacooperativa.com,,,"Manutenzione stabili, Manutenzione verde, Pulizia ambienti, Sgomberi locali, Sorveglianza e portierato, Tinteggiatura","Disabili, Pazienti psichiatrici, Tossicodipendenti, Alcooldipendenti",45.15095821,9.96533526,"(45.15095821, 9.96533526)"
AMICIDUE - SOCIETA' COOPERATIVA SOCIALE - ONLUS,Brescia,BS,0303582192,bressan@opusservizi.com,,,"Altro, Gestione isola ecologica, Pulizia ambienti, Sorveglianza e portierato",Disabili,45.50952791,10.16175552,"(45.50952791, 10.16175552)"
KURSANA LUNGA VITA SOCIETA' COOPERATIVA SOCIALE - ONLUS,Lissone,MB,0290980433,info@kursana.it,"Anziani, Disabili/Handicappati, Disagio Giovanile, Educativa, Emarginazione Sociale, Minori, Prevenzione del disagio",Residenza Sanitaria assistenziale per anziani,,,45.61548989,9.23794562,"(45.61548989, 9.23794562)"
IL NANO NEL MOTORE SOCIETA' COOPERATIVA SOCIALE ONLUS,Legnano,MI,0331543947,ilnanonelmotore@libero.it,"Famiglia, Minori",Asilo Nido,,,45.58811175,8.91123757,"(45.58811175, 8.91123757)"
ANGELI ASSISTENZE SANITARIE SOCIETA' COOPERATIVA SOCIALE,San Giuliano Milanese,MI,0236768531,,"Altro, Anziani, Disabili/Handicappati, Prevenzione del disagio","Altro, Assistenza Domiciliare infermieristica, Assistenza Domiciliare integrata Anziani, Assistenza Domiciliare integrata Disabili",,,45.3814264,9.30922136,"(45.3814264, 9.30922136)"
CIRCOLO FRATELLANZA E PACE SOCIETA' COOPERATIVA SOCIALE,Legnano,MI,0331548766,anna.gambitta@circolone.it,"Anziani, Disagio Giovanile, Educativa, Minori, Prevenzione del disagio","Animazione, Animazione culturale  e territoriale, Consulenze ad enti pubblici, Servizio inserimenti lavorativi",,,45.58848682,8.91194386,"(45.58848682, 8.91194386)"
ANDROMEDA - SOCIETA' COOPERATIVA SOCIALE - ONLUS,Montichiari,BS,0309650744,andromeda@solcobrescia.it,,,"Gestione isola ecologica, Raccolta differenz., Sgomberi locali, Spazzamento e pulizia strade","Detenuti, Disabili, Pazienti psichiatrici, Tossicodipendenti, Alcooldipendenti",45.42697054,10.36724857,"(45.42697054, 10.36724857)"
IL CALABRONE - SOCIETA' COOPERATIVA SOCIALE - ONLUS,Brescia,BS,0302000035,AMMINISTRAZIONE@ILCALABRONE.ORG,"Educativa, Emarginazione Sociale, Tossicodipendenza","Altro, Attività Extra scolastiche a minori, Centro di Ascolto - Segretariato, Comunità Terapeutica Tossicodipendenti, Formazione - Consulenza - Progettazione, Informagiovani - Spazio giovani",,,45.51919142,10.22885775,"(45.51919142, 10.22885775)"
GIRAGRI-BIO SOCIETA' COOPERATIVA AGRICOLA SOCIALE - O.N.L.U.S.,Capriolo,BS,0307460764,coop.giragri@libero.it,,,"Agricola, Manutenzione verde","Disabili, Pazienti psichiatrici, Tossicodipendenti, Alcooldipendenti",45.63737756,9.93813316,"(45.63737756, 9.93813316)"
FA MILLE SOCIETA' COOPERATIVA SOCIALE,Bergamo,BG,0363382353,,Minori,"Altro, Comunità per minori",,,45.67924598,9.66273883,"(45.67924598, 9.66273883)"
COSTA SORRISO SOCIETA' COOPERATIVA SOCIALE - ONLUS,Maccagno,VA,3774785939,,"Alcooldipendenza, Anziani, Disabili/Handicappati, Disagio Giovanile, Educativa, Famiglia, Malati AIDS, Minori, Stranieri, Tossicodipendenza",Altro,,,46.04171637,8.740124,"(46.04171637, 8.740124)"
LA MERIDIANA DUE - SOCIETA' COOPERATIVA SOCIALE,Monza,MB,03939051,sanpietro@cooplameridiana.it,Anziani,"Assistenza Domiciliare integrata Anziani, Centro Diurno integrato per anziani, Residenza Sanitaria assistenziale per anziani",,,45.59111794,9.25570739,"(45.59111794, 9.25570739)"
SOLCO BRESCIA - CONSORZIO DI COOPERATIVE SOCIALI - SOCIETA' COOPEATIVA SOCIALE,Brescia,BS,0302979611,raffaella.pintossi@solcobrescia.it,,,,,45.53489336,10.19805256,"(45.53489336, 10.19805256)"
COOPERATIVA SOCIALE LA SOLIDARIETA',Carugate,MI,029252429,coop@lalodarieta.com,,,Confezionamenti vari,"Disabili, Pazienti psichiatrici, Tossicodipendenti, Alcooldipendenti",45.54641171,9.33929048,"(45.54641171, 9.33929048)"
C.D.A. COOPERATIVA SOCIALE A RESPONSABILITA' LIMITATA,Cernusco sul Naviglio,MI,029521338,cdacoopsoc@tiscali.it,,,"Confezionamenti vari, Legatoria",Disabili,45.51204265,9.34826645,"(45.51204265, 9.34826645)"
PROGETTO SALUTE ONLUS - SOCIETA' COOPERATIVA SOCIALE,Brescia,BS,0302942050,coo.progettoslaute@virgilio.it,"Anziani, Famiglia","Altro, Assistenza Domiciliare infermieristica, Casa Albergo per anziani, Residenza Sanitaria assistenziale per anziani, Riabilitazione specialistica ambulatoriale",,,45.53592342,10.21476398,"(45.53592342, 10.21476398)"
COOP IL PORTICO COOPERATIVA SOCIALE A R.L.,Rho,MI,0293502703,info@cooperativailportico.com,Psichiatria,Altro,,,45.52874749,9.05431606,"(45.52874749, 9.05431606)"
L'IRIDE SOC. COOPERATIVA SOCIALE - ONLUS,Monza,MB,0392840784,irsolidarieta@tiscali.it,Disabili/Handicappati,"Alloggi protetti, Assistenza Domiciliare integrata Disabili, Assistenza scolastica ""ad personam"", Centro Diurno per disabili",,,45.56996047,9.28569232,"(45.56996047, 9.28569232)"
SOCIETA' COOPERATIVA SOCIALE 3G - ONLUS,Baranzate,MI,3396650624,coop3g@alice.it,"Disabili/Handicappati, Minori","Altro, Asilo Nido",,,45.52921143,9.11957372,"(45.52921143, 9.11957372)"
SALUS ITINERE SOCIETA' COOPERATIVA SOCIALE ONLUS,Solaro,MI,3392616951,,"Anziani, Disabili/Handicappati","Assistenza Domiciliare infermieristica, Centro Diurno per disabili, Residenza sanitaria Assistenziale per disabili",,,45.61499013,9.0885982,"(45.61499013, 9.0885982)"
DIV.A. SOCIETA' COOPERATIVA SOCIALE - ONLUS,Grassobbio,BG,035335638,div.a@tiscali.it,,,"Altro, Confezionamenti vari",Disabili,45.659321,9.72602102,"(45.659321, 9.72602102)"
SOCIETA' COOPERATIVA SOCIALE SETTE - O.N.L.U.S.,Binasco,MI,029006463,coopsette@libero.it,"Alcooldipendenza, Disabili/Handicappati, Tossicodipendenza","Comunità Terapeutica Tossicodipendenti, Comunità socio sanitaria per disabili",,,45.33695669,9.09876229,"(45.33695669, 9.09876229)"
EMMAUS SOCIETA' COOPERATIVA SOCIALE - ONLUS,Paderno Dugnano,MI,0299045376,info@coopemmaus.it,,,"Assembl. meccanici, Assemblaggio elett., Cartotecnica e imball., Confezionamenti vari, Falegnameria",Disabili,45.55418476,9.15876797,"(45.55418476, 9.15876797)"
LA CHIMERA COOPERATIVA SOCIALE - SOCIETA' COOPERATIVA,Brescia,BS,0302311175,info@cooplachimera.it,,,"Consegna pasti, Gestione bar, Gestione isola ecologica, Gestione mense, Lavanderia, Manutenzione verde, Pulizia ambienti, Sorveglianza e portierato, Volantinaggio","Detenuti, Disabili, Pazienti psichiatrici, Tossicodipendenti, Alcooldipendenti",45.52063315,10.24721794,"(45.52063315, 10.24721794)"
IRIDE SOCIETA' COOPERATIVA SOCIALE IMPRESA SOCIALE,Cremona,CR,0372458146,iride@e-cremona.it,"Disabili/Handicappati, Disagio Giovanile, Educativa, Emarginazione Sociale, Famiglia, Minori, Prevenzione del disagio, Stranieri, Tossicodipendenza","Asilo Nido, Assistenza Pre e Post Scolastica, Assistenza domiciliare minori, Assistenza scolastica ""ad personam"", Attività Extra scolastiche a minori, Centro Ricreativo diurno minori, Centro di Aggregazione Giovanile, Educatori di Strada, Mediazione culturale e/o linguistica, Scuola materna",,,45.13071842,10.01588704,"(45.13071842, 10.01588704)"
DIEFFE SOCIETA' COOPERATIVA SOCIALE ONLUS,Rovato,BS,0364342036,cirillo.studiobad@tiscali.it,"Anziani, Disabili/Handicappati",Residenza Sanitaria assistenziale per anziani,,,45.56099624,9.99432745,"(45.56099624, 9.99432745)"
DUEPUNTIACAPO SOCIETA' COOPERATIVA SOCIALE - ONLUS,Paderno Dugnano,MI,0299045242,info@duepuntiacapo.it,"Alcooldipendenza, Anziani, Disabili/Handicappati, Educativa, Minori, Stranieri, Tossicodipendenza","Assistenza Domiciliare integrata Anziani, Assistenza Domiciliare integrata Disabili, Assistenza Pre e Post Scolastica, Assistenza domiciliare minori, Assistenza scolastica ""ad personam"", Centro Diurno per disabili, Centro Ricreativo diurno minori, Centro socio educativo, Comunità socio sanitaria per disabili, Mediazione culturale e/o linguistica",,,45.57017751,9.15405304,"(45.57017751, 9.15405304)"
LUNA NUOVA SOCIETA' COOPERATIVA AGRICOLA SOCIALE ONLUS,Albiate,MB,0362 930098,lunanuova@legalmail.it,Altro,Altro,,,45.65828829,9.25465609,"(45.65828829, 9.25465609)"
MARIPOSA - SOCIETA' COOPERATIVA SOCIALE - ONLUS,Pisogne,BS,0364880420,mariposa2@teletu.it,,,Altro,Disabili,45.80320249,10.10674644,"(45.80320249, 10.10674644)"
COOPERATIVA FRATERNITA' CAPITANIO - SOCIETA' COOPERATIVA SOCIALE,Monza,MB,039321930,cooperativa@fraternita-capitanio.org,"Educativa, Famiglia, Minori","Altro, Centro Ricreativo diurno minori, Comunità per minori, Formazione - Consulenza - Progettazione",,,45.58683477,9.26618182,"(45.58683477, 9.26618182)"
PROGETTO - SOCIETA' COOPERATIVA SOCIALE - ONLUS,Capriolo,BS,030-7461062,progetto.coop@tin.it,Anziani,"Altro, Casa Albergo per anziani",,,45.63737756,9.93813316,"(45.63737756, 9.93813316)"
SORRISO - SOCIETA' COOPERATIVA SOCIALE - ONLUS,Ceto,BS,0364433001,info@coopsorriso.it,,,"Altro, Consegna pasti, Gestione mense, Manutenzione verde, Pulizia ambienti","Disabili, Minori, Pazienti psichiatrici, Tossicodipendenti, Alcooldipendenti",46.00351612,10.34467116,"(46.00351612, 10.34467116)"
BATHOR SERVIZI PSICO-PEDAGOGICI E SOCIO ASSISTENZIALI SOCIETA' COOPERATIVA SOCIALE,Vigevano,PV,0381574848,appalti@ex-ol.com,"Anziani, Disabili/Handicappati, Disagio Giovanile, Educativa, Minori, Prevenzione del disagio","Asilo Nido, Assistenza Domiciliare integrata Disabili, Assistenza Pre e Post Scolastica, Assistenza domiciliare minori, Centro Ricreativo diurno minori, Centro di Aggregazione Giovanile, Centro socio educativo, Micronidi, Servizi di formazione all'autonomia",,,45.31076048,8.86355145,"(45.31076048, 8.86355145)"
ARCA FORMAZIONE - SOCIETA' COOPERATIVA SOCIALE A R.L. - ONLUS,Marcaria,MN,0376900041,,Altro,Formazione - Consulenza - Progettazione,,,45.13621361,10.60527997,"(45.13621361, 10.60527997)"
IL MANDORLO COOPERATIVA SOCIALE,Parabiago,MI,0331556873,segreteria.mandorlo@cofol.it,,,"Assemblaggio elett., Cartotecnica e imball.",Disabili,45.55830459,8.9403208,"(45.55830459, 8.9403208)"
IL SEME - SOCIETA' COOPERATIVA SOCIALE A RESPONSABILITA' LIMITATA,Bergamo,BG,035252032,info@ilseme.it,,,Confezionamenti vari,,45.6960753,9.63095285,"(45.6960753, 9.63095285)"
SARA ASSISTENZA COOPERATIVA SOCIALE,Monza,MB,0392319714,,"Anziani, Disabili/Handicappati, Malati AIDS",Assistenza Domiciliare integrata Anziani,,,45.58529167,9.26520144,"(45.58529167, 9.26520144)"
IGEA COOPERATIVA SOCIALE ONLUS,Vigevano,PV,038181833,,"Anziani, Disabili/Handicappati",Assistenza Domiciliare integrata Anziani,,,45.31909225,8.85311898,"(45.31909225, 8.85311898)"
PALLIUM SOCIETA' COOPERATIVA SOCIALE - ONLUS,Castelli Calepio,BG,0382300011,info@pallium.it,"Altro, Anziani, Detenuti","Altro, Assistenza Domiciliare infermieristica, Casa Soggiorno per anziani",,,45.64426301,9.90891124,"(45.64426301, 9.90891124)"
BALLAFON COOPERATIVA SOCIALE A RESPONSABILITA' LIMITATA ONLUS,Induno Olona,VA,347 5719507,ballafoncoop@yahoo.it,"Anziani, Educativa, Famiglia, Minori, Stranieri",Altro,,,45.85333275,8.83918043,"(45.85333275, 8.83918043)"
COOPERATIVA SOCIALE DEI FIORI,Bresso,MI,026143069,coopfiori.bresso@gmail.com,,,"Agricola, Cartotecnica e imball., Confezionamenti vari",Disabili,45.54350479,9.19537227,"(45.54350479, 9.19537227)"
S.E.A. SOCCORSO SOCIETA' COOPERATIVA SOCIALE DI TIPO A A MUTUALITA' PREVALENTE,Seregno,MB,0362244176,SEASOCCORSO@LEGALMAIL.IT,"Altro, Anziani, Disabili/Handicappati",Trasporto persone in situazione di bisogno,,,45.65308689,9.20943801,"(45.65308689, 9.20943801)"
